category,subcategory,question,answer
JAMINAN KEMATIAN (JKM),MANFAAT DAN KETENTUAN,Apakah yang harus dilakukan ahli waris bila manfaat belum diterima sesuai dengan jadwal yang telah dijanjikan?,Ahli waris dapat melakukan konfirmasi pada Kantor Cabang tempat pengajuan klaim JKM (Kantor Cabang Pelayanan) terdekat atau dapat menyampaikan keluhan melalui kanal penanganan pengaduan BPJS Ketenagakerjaan.
JAMINAN KEMATIAN (JKM),MANFAAT DAN KETENTUAN,Bagaimana manfaat Program JKM?,"Apa saja yang akan diperoleh oleh ahli waris jika meninggal dunia dibawah 1 April 2021. Apabila tenaga kerja terdaftar sebagai peserta aktif dan membayar iuran pada lebih dari 1 (satu) perusahaan?, Bagi tenaga kerja yang terdaftar sebagai peserta aktif dan membayar iuran pada lebih dari 1 (satu) perusahaan, dimana tenaga kerja meninggal dunia bukan karena kecelakaan kerja atau penyakit akibat kerja pada semua kepesertaan BPJS Ketenagakerjaan sebelum 1 April 2021, maka ahli waris akan mendapatkan:, a. 1 (satu) kali bantuan pemakaman, b. Santunan kematian dari setiap kepesertaan, c. Santunan berkala dari setiap kepesertaan."
JAMINAN KEMATIAN (JKM),MANFAAT DAN KETENTUAN,Bagaimana apabila tenaga kerja meninggal dunia namun tidak mempunyai ahli waris?,"Bila tidak ada wasiat kepada seorang ahli waris, maka biaya pemakaman dibayarkan kepada perusahaan atau pihak lain yang mengurus pemakaman, sedangkan santunan sekaligus dan santunan berkala diserahkan ke Dana Jaminan Sosial."
JAMINAN KEMATIAN (JKM),MANFAAT DAN KETENTUAN,Bagaimana persyaratan untuk mendapatkan manfaat JKM bagi peserta BPJS Ketenagakerjaan yang meninggal dunia mulai 1 Juli 2015 dan setelahnya?,Peserta berhak mendapatkan manfaat JKM apabila peserta meninggal dunia pada saat masih aktif sebagai peserta BPJS Ketenagakerjaan.
JAMINAN KEMATIAN (JKM),MANFAAT DAN KETENTUAN,Bagaimana ketentuan Perlindungan Program JKM bagi Peserta BPJS Ketenagakerjaan yang meninggal dunia sebelum 1 Juli 2015?,Perlindungan Program JKM bagi peserta BPJS Ketenagakerjaan sebelum 1 Juli 2015 yaitu Peserta dinyatakan meninggal dunia dalam masa aktif kepesertaan atau meninggal dunia dalam masa perlindungan 6 (enam) bulan setelah dinyatakan berhenti bekerja. Dalam hal ini Peserta berhak mendapatkan manfaat JKM.
JAMINAN KEMATIAN (JKM),TATA CARA PENGAJUAN KLAIM,Apakah persyaratan dokumen untuk mengajukan klaim JKM bagi peserta PU dan BPU?,"Dokumen persyaratan untuk mengajukan klaim JKM adalah sebagai berikut:, KTP/identitas lainnya dari ahli waris kartu keluarga Surat keterangan kematian dari pejabat yang berwenang Surat keterangan ahli waris dari pejabat yang berwenang Dokumen pendukung lainnya apabila diperlukan. Dokumen sebagaimana dimaksud pada huruf a sampai dengan e dapat berupa dokumen elektronik atau fotokopi"
JAMINAN KEMATIAN (JKM),TATA CARA PENGAJUAN KLAIM,Apa saja dokumen persyaratan untuk pengajuan manfaat beasiswa program JKM?,"Dokumen persyaratan pendukung untuk pengajuan manfaat beasiswa program JKM adalah sebagai berikut:, Mengisi formulir pengajuan manfaat beasiswa Akte kelahiran anak peserta penerima beasiswa/wali Kartu Keluarga Surat keterangan masih menempuh pendidikan dari sekolah atau perguruan tinggi atau pelatihan Raport/transkrip nilai terakhir Rekening tabungan atas nama anak penerima manfaat beasiswa atau ahli waris. Kartu tanda penduduk atau bukti identitas lainnya dari wali. Dokumen sebagaimana dimaksud pada huruf b, huruf c dan huruf g dapat berupa dokumen elektronik atau fotokopi."
JAMINAN KEMATIAN (JKM),TATA CARA PENGAJUAN KLAIM,Berapa lama ahli waris dapat menerima pembayaran atas klaim JKM yang diajukan?,BPJS Ketenagakerjaan membayarkan manfaat JKM kepada ahli waris paling lama 3 (tiga) hari kerja sejak dokumen persyaratan pengajuan klaim JKM dinyatakan lengkap dan benar.
JAMINAN KEMATIAN (JKM),TATA CARA PENGAJUAN KLAIM,Apa saja dokumen persyaratan klaim JKM bagi peserta jasa konstruksi?,Formulir pendaftaran proyek jasa konstruksi dan bukti pembayaran iuran terakhir; KTP/Paspor/identitas lain dari ahli waris Kartu Keluarga surat keterangan kematian yang diterbitkan oleh instansi yang berwenang atau rumah sakit dengan menunjukkan aslinya surat keterangan ahli waris dari instansi yang berwenang Dokumen pendukung lainnya bila diperlukan Dokumen diatas dapat berupa dokumen elektronik atau fotokopi.
JAMINAN PENSIUN (JP),PENGERTIAN UMUM,Apa itu Jaminan Pensiun (JP)?,"Jaminan Pensiun adalah Jaminan Sosial yang bertujuan untuk mempertahankan derajat kehidupan yang layak bagi peserta/ahli waris dengan memberikan penghasilan pada saat peserta kehilangan atau berkurang penghasilannya karena memasuki usia pensiun, mengalami cacat total tetap atau meninggal dunia."
JAMINAN PENSIUN (JP),PENGERTIAN UMUM,Siapakah peserta program Jaminan Pensiun (JP)?,"Peserta JP terdiri atas:, Pekerja yang bekerja pada pemberi kerja penyelenggara negara dan Pekerja yang bekerja pada pemberi kerja selain penyelenggara negara."
JAMINAN PENSIUN (JP),PENGERTIAN UMUM,Berapakah usia maksimal pendaftaran program Jaminan Pensiun (JP)?,Usia maksimal pendaftaran program Jaminan Pensiun adalah 1(satu) bulan sebelum usia pensiun.
JAMINAN PENSIUN (JP),PENGERTIAN UMUM,Apa perbedaan antara program Jaminan Hari Tua (JHT) dengan program Jaminan Pensiun (JP)?,Tabel 10. Perbedaan JHT dan JP
JAMINAN PENSIUN (JP),PENGERTIAN UMUM,Apa yang dimaksud dengan usia pensiun?,"Usia pensiun adalah usia saat peserta dapat memperoleh manfaat Jaminan Pensiun. Usia pensiun yang pertama kali ditetapkan adalah 56 (lima puluh enam) tahun. Usia pensiun selanjutnya bertambah 1 (satu) tahun untuk setiap 3 (tiga) tahun berikutnya sampai mencapai usia pensiun 65 (enam puluh lima) tahun. Contoh: Mulai 1 Januari 2019, Usia Pensiun bertambah menjadi 57 (lima puluh tujuh) tahun, dan pada bulan Januari Tahun 2022, usia pensiun bertambah menjadi 58 (lima puluh delapan) tahun."
JAMINAN PENSIUN (JP),PENGERTIAN UMUM,Apakah perbedaan usia pensiun pada program Jaminan Pensiun dan Jaminan Hari Tua?,"Usia Pensiun pada Program Jaminan Pensiun pada Tahun 2022 adalah 58 tahun, setiap 3 tahun usia pensiun akan naik 1 tahun s.d nantinya naik mencapai usia pensiun 65 tahun. Usia Pensiun pada Program Jaminan Hari Tua adalah 56 tahun. Dari definisi tersebut, peserta yang sudah berusia 56 tahun dapat mengambil JHTnya, tetapi untuk manfaat JPnya masih harus menunggu sampai dengan usia pensiun di JP (usia 58 pada tahun 2022)."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Bagaimana formula hitungan manfaat berkala pada program Jaminan Pensiun?,1% x masa iuran (bulan iuran/12) x rata-rata upah tahunan tertimbang selama masa iuran.
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Apa saja yang termasuk manfaat Jaminan Pensiun?,Manfaat Pensiun Hari Tua (MPHT) Manfaat Pensiun Cacat (MPC) Manfaat Pensiun Janda/Duda (MPJD) Manfaat Pensiun Anak (MPA) Manfaat Pensiun Orang Tua (MPOT) Manfaat Lump Sum.
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Apa yang dimaksud dengan Manfaat Pensiun Hari Tua (MPHT)?,Uang tunai bulanan yang diberikan kepada peserta yang memenuhi masa iuran minimum 15 tahun saat memasuki usia pensiun sampai dengan meninggal dunia.
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Apa yang dimaksud dengan Manfaat Pensiun Cacat (MPC)?,"Manfaat pensiun cacat diterima peserta yang mengalami cacat total tetap akibat kecelakaan atau akibat penyakit sebelum mencapai usia pensiun sampai dengan meninggal dunia, atau bekerja kembali dengan kondisi kejadian yang menyebabkan cacat total terjadi paling sedikit 1 (satu) bulan setelah menjadi peserta dan density rate minimal 80%."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Apa yang dimaksud dengan Manfaat Pensiun Janda/Duda (MPJD)?,"Uang tunai bulanan yang diberikan kepada janda/duda yang menjadi ahli waris (terdaftar di BPJS Ketenagakerjaan) sampai dengan meninggal dunia atau menikah lagi dengan kondisi peserta:, Meninggal dunia sebelum usia pensiun dana masa iuran kurang dari 15 tahun. Masa iur yang digunakan dalam menghitung manfaat adalah 15 tahun dengan ketentuan memenuhi minimal 1 (satu) tahun kepesertaan dan density rate 80%; atau Meninggal dunia pada saat memperoleh manfaat pensiun MPHT."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Apa yang dimaksud dengan Manfaat Pensiun Anak (MPA)?,"Uang tunai bulanan yang diberikan kepada anak yang menjadi ahli waris peserta (maksimal 2 orang anak yang didaftarkan pada program pensiun) sampai dengan anak mencapai usia 23 (dua puluh tiga) tahun, atau bekerja, atau menikah dengan kondisi peserta:, Meninggal dunia sebelum masa usia pensiun bila masa iuran kurang dari 15 tahun, masa iuran yang digunakan dalam menghitung manfaat adalah 15 tahun dengan ketentuan minimal kepesertaan 1 (satu) tahun dan memenuhi density rate 80% dan tidak memiliki ahli waris janda/duda, atau Meninggal dunia pada saat memperoleh manfaat pensiun MPHT dan tidak memiliki ahli waris janda/duda namun memiliki anak, atau Janda/duda yang memperoleh manfaat pensiun MPHT meninggal dunia/menikah lagi."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Apa yang dimaksud dengan Manfaat Pensiun Orang Tua (MPOT)?,"Uang tunai bulanan yang diberikan kepada orang tua (bapak/ibu) dari peserta yang meninggal dengan status lajang atau status janda/duda tanpa anak dengan kondisi peserta:, Meninggal dunia sebelum masa usia pensiun bila masa iuran kurang dari 15 tahun, masa iur yang digunakan dalam menghitung manfaat adalah 15 tahun dengan ketentuan minimal masa kepesertaan 1 (satu) tahun dan memenuhi density rate 80% dan tidak memiliki ahli waris janda/duda."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Apa yang dimaksud dengan manfaat Lump Sum?,"Manfaat Jaminan Pensiun berupa uang tunai yang dibayarkan secara sekaligus yang besarnya merupakan akumulasi iurannya ditambah hasil pengembangannya apabila:, Peserta memasuki usia pensiun dan tidak memenuhi masa iuran minimum 15 (lima belas) tahun Peserta mengalami cacat total tetap; kejadian Cacat total tetap yang dialami peserta terjadi kurang dari 1 bulan sejak peserta terdaftar program JP dan tidak memenuhi density rate minimal 80%; atau Peserta meninggal dunia dan tidak memenuhi masa kepesertaan minimal 1 (satu) tahun dan minimal density rate 80%."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Berapa manfaat berkala pensiun yang akan diperoleh oleh penerima manfaat pensiun berkala?,Manfaat pensiun diberikan dalam bentuk manfaat pasti dengan formula 1% x masa iuran (bulan iuran/12) x rata-rata upah tertimbang. Besarannya ditentukan oleh masa iuran dan upah selama masa iuran.
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Bagaimana perhitungan manfaat Pensiun Hari Tua (MPHT)?,Besaran manfaat bulanan: 1% x masa iuran (dibagi 12 bulan) x rata-rata upah tertimbang.
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Bagaimana perhitungan manfaat Pensiun Cacat (MPC)?,"Besaran manfaat bulanan dihitung berdasarkan rumus:, Besaran manfaat bulanan: 1% x masa iuran (dibagi 12 bulan) x rata-rata upah tertimbang."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Bagaimana perhitungan manfaat Pensiun Janda/Duda (MPJD)?,"Besaran manfaat bulanan dihitung berdasarkan rumus:, 50% dari formula manfaat pensiun hari tua, untuk peserta yang meninggal dunia sebelum menerima manfaat pensiun atau 50% dari manfaat pensiun hari tua atau manfaat pensiun cacat, untuk peserta yang meninggal dunia setelah menerima manfaat pensiun., *Catatan: apabila perolehan hasil perhitungan manfaat bulanan dibawah manfaat minimal, maka manfaat yang diberikan adalah manfaat minimal JP di tahun berjalan."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Bagaimana perhitungan manfaat Pensiun Anak (MPA)?,"Besaran manfaat bulanan dihitung berdasarkan rumus:, 50% dari formula manfaat pensiun hari tua, untuk peserta yang meninggal dunia sebelum menerima manfaat pensiun dan tidak mempunyai janda/duda. 50% dari manfaat pensiun hari tua atau manfaat pensiun cacat, untuk peserta yang meninggal dunia setelah menerima manfaat pensiun dan tidak mempunyai janda/duda. 50% dari manfaat pensiun janda/duda, untuk janda/duda yang meninggal dunia atau menikah kembali., *Catatan: apabila perolehan hasil perhitungan manfaat bulanan dibawah manfaat minimal, maka manfaat yang diberikan adalah manfaat minimal JP di tahun berjalan."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Bagaimana perhitungan manfaat Pensiun Orang Tua (MPOT)?,"Besaran manfaat bulanan dihitung berdasarkan rumus:, 20% dari formula manfaat pensiun untuk peserta yang meninggal dunia sebelum menerima manfaat pensiun 20% dari manfaat pensiun hari tua atau manfaat pensiun cacat, untuk peserta yang meninggal dunia setelah menerima manfaat pensiun., *Catatan: apabila perolehan hasil perhitungan manfaat bulanan dibawah manfaat minimal, maka manfaat yang diberikan adalah manfaat minimal JP tahun berjalan."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Berapa minimal Nominal JP berkala?,"Tabel Manfaat, Tiap tahun manfaat minimal dan maksimal Jaminan Pensiun berubah menyesuaikan dengan inflasi tahunan."
JAMINAN PENSIUN (JP),MANFAAT DAN KETENTUAN,Apakah bisa jika peserta yang telah menerima manfaat JP mendaftar kembali sebagai peserta program JP karena masih bekerja?,"Tidak bisa. Dalam hal peserta memasuki usia pensiun dan telah menerima manfaat pensiun pada saat mencapai usia pensiun namun yang bersangkutan tetap dipekerjakan, maka peserta tidak dapat menjadi peserta program JP kembali."
JAMINAN PENSIUN (JP),PERSYARATAN PENGAJUAN KLAIM,Apa saja syarat klaim manfaat Pensiun Hari Tua (MPHT)?,Kartu peserta program JP BPJS Ketenagakerjaan Kartu Tanda Penduduk Kartu Keluarga.
JAMINAN PENSIUN (JP),PERSYARATAN PENGAJUAN KLAIM,Apa saja syarat pengajuan klaim Pensiun Cacat (MPC)?,"Kartu peserta program JP BPJS Ketenagakerjaan Kartu Tanda Penduduk Kartu Keluarga Surat keterangan dokter yang memeriksa atau dokter penasehat yang menyatakan tenaga kerja mengalami cacat total tetap, dan Surat keterangan tidak mampu bekerja dari perusahaan atau informasi tidak bekerja karena cacat dari pemberi kerja."
JAMINAN PENSIUN (JP),PERSYARATAN PENGAJUAN KLAIM,Apa saja syarat pengajuan klaim Pensiun Janda/Duda (MPJD)?,"Kartu peserta BPJS Ketenagakerjaan Kartu Tanda Penduduk Kartu Keluarga Surat kematian dari dari desa atau kelurahan/rumah sakit, dan Surat keterangan ahli waris dari pejabat yang berwenang."
JAMINAN PENSIUN (JP),PERSYARATAN PENGAJUAN KLAIM,Apa saja syarat pengajuan klaim Pensiun Anak (MPA)?,"Kartu peserta BPJS Ketenagakerjaan Kartu Tanda Penduduk anak atau bukti identitas lainnya Kartu Keluarga Surat kematian dari dari desa atau kelurahan/rumah sakit Surat keterangan ahli waris dari pejabat yang berwenang Surat keterangan wali anak apabila anak masih di bawah umur 18 tahun dari pejabat yang berwenang, dan Kartu Tanda Penduduk wali anak."
JAMINAN PENSIUN (JP),PERSYARATAN PENGAJUAN KLAIM,Apa saja syarat pengajuan klaim Pensiun Orang Tua (MPOT)?,"Kartu peserta BPJS Ketenagakerjaan Kartu Tanda Penduduk orang tua Kartu Keluarga Surat kematian dari dari desa atau kelurahan/rumah sakit, dan Surat keterangan ahli waris dari pejabat yang berwenang"
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Bagaimana cara pembayaran manfaat pensiun?,Tenaga kerja atau ahli waris peserta yang meninggal dunia dapat mengajukan klaim dengan melampirkan berkas klaim sesuai persyaratan jenis manfaat pensiun yang diajukan.
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Berapa lama proses pencairan klaim Jaminan Pensiun?,15 (lima belas) hari sejak hak atas manfaat pensiun timbul dan dokumen pendukung diterima secara lengkap oleh BPJS Ketenagakerjaan.
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Apakah dapat menggunakan surat kuasa dalam pengambilan manfaat pensiun?,Pengajuan klaim Jaminan Pensiun tidak dapat dikuasakan. Pengajuan hanya dapat dilakukan oleh calon penerima manfaat sesuai perundangan yang berlaku.
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Bagaimana prosedur pengajuan klaim manfaat lump sum?,Prosedur dan dokumen persyaratan klaim manfaat lump sum sama dengan prosedur dan dokumen persyaratan manfaat berkala.
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Bagaimana jika masa iur Peserta dalam program JP kurang dari 15 Tahun, manfaat JP apa yg diperoleh peserta?","Apabila masa iur Jaminan Pensiun tidak mencapai 15 tahun, maka pembayaran dilakukan secara lump sum (sekaligus) dimana besarnya adalah akumulasi iuran ditambah dengan hasil pengembangannya."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Bagaimana peserta memperoleh santunan JP berkala?,Pembayaran manfaat santunan pensiun secara berkala diperuntukkan bagi peserta program JP yang mencapai masa iur minimal 15 (lima belas) tahun.
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Dapatkah peserta merubah daftar penerima manfaat pensiun pada saat memasuki usia pensiun?,"Peserta masih dapat merubah daftar penerima manfaat pensiun sebelum menerima manfaat pensiun pertama. Perubahan daftar penerima manfaat pensiun tidak dapat dilakukan setelah peserta: Menerima manfaat pensiun pertama, atau Meninggal dunia kecuali untuk anak peserta yang lahir paling lama 300 hari setelah terputusnya hubungan pernikahan."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Siapa yang menjadi ahli waris Jaminan Pensiun, apabila istri menikah lagi?","Hak waris diturunkan kepada anak hingga anak berusia 23 tahun, bekerja atau menikah."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Bagaimana prosedur konfirmasi ulang penerima manfaat pensiun berkala?,"Penerima manfaat pensiun wajib melakukan konfirmasi data penerima Manfaat Pensiun sebanyak 1 (satu) kali dalam 3 (tiga) bulan kepada BPJS Ketenagakerjaan. Konfirmasi data penerimaan manfaat pensiun dilakukan sendiri oleh penerima manfaat dan tidak dapat dikuasakan. BPJS Ketenagakerjaan dapat membayarkan kembali manfaat pensiun setelah Penerima Manfaat Pensiun memberikan konfirmasi data. Dalam hal terjadi perubahan data penerima manfaat, maka penerima manfaat wajib melaporkan ke kantor BPJS Ketenagakerjaan setempat dengan membawa dokumen pendukung yang diperlukan. Konfirmasi ulang penerima MPA yang belum dewasa dilakukan oleh wali dari anak. Dalam hal penerima MPA telah memasuki usia dewasa, maka yang bersangkutan harus melakukan konfirmasi ulang sendiri."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Berapa lama batas untuk melakukan konfirmasi manfaat pensiun berkala?,"Dalam hal peserta tidak melakukan konfirmasi ulang per 3 (tiga) bulan, maka manfaat pensiun akan dihentikan sementara. Apabila peserta terlambat konfirmasi ulang selama lebih dari 6 (enam) bulan, maka rapel maksimal yang dibayarkan adalah 6 (enam) bulan plus manfaat berkala 1 (satu) bulan di bulan penerima manfaat datang Dalam hal penerima manfaat pensiun tidak melakukan konfirmasi ulang sampai dengan 10 (sepuluh) tahun, BPJS Ketenagakerjaan menghentikan pembayaran manfaat pensiun untuk selamanya."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Apakah Penerima Manfaat Jaminan Pensiun dapat melakukan konfirmasi ulang untuk pembayaran manfaat berkala dimana saja?,"Ya, konfirmasi ulang dapat dilakukan melalui setiap kanal pelayanan BPJS Ketenagakerjaan fisik maupun elektronik dengan cara Penerima Manfaat JP menunjukkan KTP. Konfirmasi elektronik sebagaimana dimaksud dapat dilakukan melalui video call atau aplikasi mobile BPJS Ketenagakerjaan."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Bagaimana jika penerima manfaat pensiun tidak dapat melakukan konfirmasi data melalui kanal pelayanan fisik maupun elektronik dikarenakan kondisi kesehatan, jangkauan tempat tinggal, atau menjalani masa hukuman di penjara?","Penerima manfaat pensiun dapat melakukan konfirmasi data secara manual yaitu dengan mengirimkan surat pernyataan/keterangan dari Pengurus RT/RW atau pejabat yang setara atau pejabat Lembaga Pemasyarakatan yang berwenang bagi penerima manfaat yang menjalani masa hukuman di penjara, yang menyatakan sebagai berikut:, Bahwa penerima manfaat masih hidup (untuk Penerima MPHT dan MPOT); Bahwa penerima manfaat masih hidup dan tidak bekerja (untuk Penerima MPC); Bahwa penerima manfaat masih hidup dan belum menikah kembali (untuk penerima MPJD); Bahwa penerima manfaat masih hidup, belum menikah, atau belum bekerja (untuk penerima MPA)."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Bagaimana perlakuan kepada pekerja WNI yang menjadi peserta jaminan pensiun dan telah menjadi WNA dan belum memasuki usia pensiun?,Jaminan Pensiun dapat dibayarkan secara lump sum.
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Bagaimana mekanisme penerimaan manfaat bagi pekerja peserta Jaminan Pensiun yang meninggal dunia, namun tidak terdapat ahli waris yang sesuai dengan ketentuan?","Contoh: Pekerja lajang namun orang tuanya sudah meninggal semua, atau pekerja tersebut memiliki anak yang sudah berusia diatas 23 (dua puluh tiga) tahun semua dan istrinya sudah meninggal terlebih dahulu, dapatkah diberikan kepada saudara kandungnya? Jawaban: Manfaat pensiun tidak dapat dibayarkan kepada saudara kandung karena penerima manfaat pensiun bila peserta telah menikah terdiri atas: peserta, 1 (satu) orang istri /suami yang sah sesuai ketentuan perundangan, dan paling banyak 2 (dua) orang anak. Bila peserta berstatus single, manfaat diberikan ke salah satu orang tua."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Jika pekerja berstatus duda/janda meninggal dunia dan tidak memiliki anak atau anaknya berusia diatas 23 (dua puluh tiga) tahun, apakah orang tua dapat menerima manfaat pensiun?","Pekerja berstatus duda/janda meninggal dunia dan tidak memiliki anak dapat memberikan manfaat pensiun kepada orang tua. Apabila memiliki anak namun telah berusia 23 (dua puluh tiga) tahun, manfaat pensiun tidak dapat diberikan kepada orang tua."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Klaim Jaminan Pensiun bagi peserta yang masih lajang/belum menikah, apakah hak pembayaran Jaminan Pensiun dapat dibayarkan kepada saudara kandung?",Pembayaran manfaat Jaminan Pensiun hanya dapat dibayarkan kepada orang tua jika tenaga kerja meninggal dunia dengan status lajang.
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Jika tenaga kerja sudah berhenti bekerja dari perusahaan A dan sudah melakukan pencairan JHT, apakah kartu JP dengan kepesertaan yang sama dapat dilanjutkan ke perusahaan B?","Tenaga kerja sudah berhenti bekerja dari perusahaan A dan sudah melakukan pencairan JHT, kartu JP dengan kepesertaan yang sama dapat dilanjutkan ke perusahaan B."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Jika tenaga kerja sudah memasuki usia pensiun dengan status masih aktif bekerja, apakah dapat mencairkan saldo JP sekaligus saat pencairan JHT?",Pencairan JHT dan JP dapat dilakukan sekaligus saat pengajuan klaim JP apabila peserta sudah memasuki usia pensiun JHT (56 tahun) dan masa usia pensiun JP (58 tahun pada 2023 dan terus bertambah 1 setiap 3 tahun sampai maksimal 65 tahun).
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,"Apakah tenaga kerja yang tidak mempunyai keluarga dalam daftar ahli waris sesuai hirarki yang ditentukan (istri/suami, anak, orang tua) dapat memperoleh manfaat Jaminan Pensiun?","Penerima manfaat Jaminan Pensiun hanya terdiri dari peserta, janda/duda, anak, dan orang tua (bagi peserta yang lajang). Apabila peserta meninggal dan tidak mempunyai anggota keluarga sebagaimana dimaksud, maka manfaat Jaminan Pensiun dikembalikan ke Dana Jaminan Sosial."
JAMINAN PENSIUN (JP),TATA CARA PENGAJUAN KLAIM,Apakah peserta mendapat informasi perkembangan status kepesertaan Jaminan Pensiun?,"Selama terdaftar dalam Program JP, peserta akan memperoleh informasi akumulasi iuran setiap tahun."
JAMINAN KEHILANGAN PEKERJAAN (JKP),PENGERTIAN UMUM,Apa yang dimaksud dengan Jaminan Kehilangan Pekerjaan (JKP)?,"Jaminan Kehilangan Pekerjaan adalah jaminan sosial yang diberikan kepada pekerja/buruh yang mengalami Pemutusan Hubungan Kerja (PHK) berupa manfaat uang tunai, akses informasi pasar kerja dan pelatihan kerja."
JAMINAN KEHILANGAN PEKERJAAN (JKP),PENGERTIAN UMUM,Apa tujuan program Jaminan Kehilangan Pekerjaan (JKP)?,Program JKP bertujuan untuk mempertahankan derajat kehidupan yang layak pada saat pekerja/buruh kehilangan pekerjaan sehingga Pekerja dapat memenuhi kebutuhan dasar hidup yang layak saat terjadi resiko akibat pemutusan hubungan kerja seraya berusaha mendapatkan pekerjaan kembali.
JAMINAN KEHILANGAN PEKERJAAN (JKP),PENGERTIAN UMUM,Sejak kapan kepesertaan Jaminan Kehilangan Pekerjaan (JKP) ini dapat diikuti oleh pekerja/buruh?,Awal kepesertaan program JKP dimulai sejak berlakunya Peraturan Pemerintah Nomor 37 Tahun 2021 tentang Penyelenggaraan Program Jaminan Kehilangan Pekerjaan (JKP) yaitu bulan Februari 2021.
JAMINAN KEHILANGAN PEKERJAAN (JKP),PENGERTIAN UMUM,Bagaimana jika terjadi perubahan skala usaha PK/BU setelah mengikuti Program JKP?,"Jika terjadi perubahan skala usaha PK/BU maka PK/BU dapat mengikuti program JKP dengan memenuhi ketentuan sebagai berikut:, Pemberi Kerja atau Badan Usaha Skala Usaha Menengah dan Besar mengikuti 4 (empat) program jaminan sosial (Jaminan Kecelakaan Kerja, Jaminan Kematian, Jaminan Hari Tua, Jaminan Pensiun). Pemberi Kerja atau Badan Usaha Skala Kecil dan Mikro mengikuti 3 (tiga) program jaminan sosial (Jaminan Kecelakaan Kerja, Jaminan Kematian, Jaminan Hari Tua)., Perubahan data wajib dilaporkan ke BPJS Ketenagakerjaan paling lama 7 (tujuh) hari sejak terjadi perubahan."
JAMINAN KEHILANGAN PEKERJAAN (JKP),PENGERTIAN UMUM,Apakah JKP merupakan pengganti uang pesangon?,"Undang-Undang No 6 Tahun 2023 tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2022 tentang Cipta Kerja menjadi Undang-Undang, pasal 46A ayat 1 menyatakan bahwa Pekerja/Buruh yang mengalami pemutusan hubungan kerja berhak mendapatkan jaminan kehilangan pekerjaan., , Dalam pasal 156 dinyatakan bahwa dalam hal terjadi pemutusan hubungan kerja, pengusaha wajib membayar uang pesangon dan/ atau uang penghargaan masa kerja dan uang pengganti hak yang seharusnya diterima., , Dengan adanya kedua ketentuan tersebut maka baik JKP maupun uang pesangon merupakan hak setiap tenaga kerja/buruh yang mengalami PHK."
JAMINAN KEHILANGAN PEKERJAAN (JKP),MANFAAT DAN KETENTUAN,Apa saja manfaat dari program Jaminan Kehilangan Pekerjaan (JKP)?,"Manfaat Jaminan Kehilangan Pekerjaan (JKP) terdiri dari 3 (tiga) jenis, yakni:, Manfaat uang tunai (diselenggarakan oleh BPJS Ketenagakerjaan) Manfaat akses informasi pasar kerja (diselenggarakan Kementerian Ketenagakerjaan RI) Manfaat pelatihan kerja (diselenggarakan Kementerian Ketenagakerjaan RI)."
